# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
1560.00,30.490,86.247,0.009033
1561.00,31.493,86.256,0.008933
1562.00,32.496,86.265,0.008827
1563.00,33.500,86.273,0.008716
1564.00,34.504,86.282,0.008598
1565.00,35.509,86.291,0.008473
1566.00,36.514,86.299,0.008344
1567.00,37.520,86.308,0.008208
1568.00,38.526,86.316,0.008066
1569.00,39.532,86.324,0.007919
1570.00,40.539,86.332,0.007767
1571.00,41.546,86.340,0.007609
1572.00,42.553,86.348,0.007445
1573.00,43.561,86.355,0.007277
1574.00,44.570,86.362,0.007103
1575.00,45.579,86.370,0.006925
1576.00,46.588,86.377,0.006742
1577.00,47.597,86.383,0.006554
1578.00,48.608,86.390,0.006362
1579.00,49.618,86.396,0.006165
1580.00,50.629,86.403,0.005964
1581.00,51.640,86.409,0.005759
1582.00,52.652,86.415,0.005550
1583.00,53.664,86.420,0.005337
1584.00,54.676,86.426,0.005120
1585.00,55.689,86.431,0.004900
1586.00,56.703,86.436,0.004676
1587.00,57.716,86.440,0.004450
1588.00,58.730,86.445,0.004220
1589.00,59.745,86.449,0.003987
1590.00,60.759,86.453,0.003752
1591.00,61.774,86.457,0.003514
1592.00,62.790,86.461,0.003274
1593.00,63.806,86.464,0.003031
1594.00,64.822,86.467,0.002786
1595.00,65.838,86.470,0.002540
1596.00,66.855,86.472,0.002291
1597.00,67.872,86.475,0.002041
1598.00,68.889,86.477,0.001790
1599.00,69.907,86.479,0.001537
1600.00,70.925,86.480,0.001284
1601.00,71.943,86.482,0.001029
1602.00,72.962,86.483,0.000774
1603.00,73.980,86.483,0.000518
1604.00,74.999,86.484,0.000262
1605.00,76.018,86.484,0.000005
1606.00,77.038,86.484,-0.000251
1607.00,78.057,86.484,-0.000508
1608.00,79.077,86.483,-0.000764
1609.00,80.097,86.483,-0.001019
1610.00,81.118,86.482,-0.001274
1611.00,82.138,86.480,-0.001528
1612.00,83.158,86.479,-0.001782
1613.00,84.179,86.477,-0.002034
1614.00,85.200,86.475,-0.002284
1615.00,86.221,86.473,-0.002534
1616.00,87.242,86.470,-0.002781
1617.00,88.263,86.467,-0.003027
1618.00,89.284,86.464,-0.003271
1619.00,90.306,86.461,-0.003513
1620.00,91.327,86.457,-0.003752
1621.00,92.348,86.453,-0.003989
1622.00,93.370,86.449,-0.004223
1623.00,94.391,86.445,-0.004455
1624.00,95.413,86.440,-0.004683
1625.00,96.434,86.436,-0.004909
1626.00,97.455,86.430,1.558681
1627.00,97.467,87.419,1.558728
1628.00,97.479,88.407,1.558788
1629.00,97.491,89.394,1.558860
1630.00,97.503,90.382,1.558945
1631.00,97.515,91.369,-0.500137
1632.00,97.526,91.363,-3.135035
1633.00,96.528,91.356,-3.134836
1634.00,95.530,91.349,-3.134642
1635.00,94.532,91.342,-3.134453
1636.00,93.534,91.335,-3.134269
1637.00,92.535,91.328,-3.134090
1638.00,91.536,91.320,-3.133916
1639.00,90.537,91.313,-3.133747
1640.00,89.538,91.305,-3.133584
1641.00,88.539,91.297,-3.133427
1642.00,87.539,91.289,-3.133275
1643.00,86.539,91.280,-3.133129
1644.00,85.539,91.272,-3.132989
1645.00,84.539,91.263,-3.132854
1646.00,83.538,91.255,-3.132726
1647.00,82.538,91.246,-3.132604
1648.00,81.536,91.237,-3.132489
1649.00,80.535,91.228,-3.132379
1650.00,79.533,91.218,-3.132277
1651.00,78.531,91.209,-3.132180
1652.00,77.529,91.200,-3.132090
1653.00,76.526,91.190,-3.132007
1654.00,75.524,91.180,-3.131930
1655.00,74.520,91.171,-3.131860
1656.00,73.517,91.161,-3.131797
1657.00,72.513,91.151,-3.131740
1658.00,71.508,91.141,-3.131690
1659.00,70.504,91.131,-3.131647
1660.00,69.499,91.121,-3.131611
1661.00,68.493,91.111,-3.131582
1662.00,67.488,91.101,-3.131559
1663.00,66.482,91.091,-3.131544
1664.00,65.475,91.081,-3.131535
1665.00,64.468,91.071,-3.131533
1666.00,63.461,91.061,-3.131538
1667.00,62.453,91.051,-3.131550
1668.00,61.445,91.041,-3.131568
1669.00,60.437,91.030,-3.131594
1670.00,59.428,91.020,-3.131626
1671.00,58.419,91.010,-3.131665
1672.00,57.409,91.000,-3.131710
1673.00,56.399,90.990,-3.131762
1674.00,55.389,90.980,-3.131821
1675.00,54.378,90.970,-3.131886
1676.00,53.367,90.961,-3.131958
1677.00,52.355,90.951,-3.132036
1678.00,51.343,90.941,-3.132120
1679.00,50.331,90.932,-3.132211
1680.00,49.318,90.922,-3.132308
1681.00,48.305,90.913,-3.132411
1682.00,47.292,90.903,-3.132520
1683.00,46.278,90.894,-3.132635
1684.00,45.264,90.885,-3.132755
1685.00,44.249,90.876,-3.132882
1686.00,43.234,90.867,-3.133014
1687.00,42.219,90.859,-3.133152
1688.00,41.203,90.850,-3.133295
1689.00,40.187,90.842,-3.133444
1690.00,39.171,90.833,-3.133597
1691.00,38.154,90.825,-3.133756
1692.00,37.137,90.817,-3.133920
1693.00,36.120,90.809,-3.134089
1694.00,35.102,90.802,-3.134262
1695.00,34.084,90.794,-3.134441
1696.00,33.066,90.787,-3.134623
1697.00,32.048,90.780,-3.134810
1698.00,31.029,90.773,-3.135001
1699.00,30.010,90.766,-3.135197
1700.00,28.990,90.760,-3.135396
1701.00,27.971,90.753,-3.135599
1702.00,26.951,90.747,-3.135806
1703.00,25.931,90.741,-3.136016
1704.00,24.911,90.736,-3.136229
1705.00,23.890,90.730,-3.136446
1706.00,22.869,90.725,-3.136666
1707.00,21.848,90.720,-3.136889
1708.00,20.827,90.715,-3.137114
1709.00,19.806,90.711,-3.137342
1710.00,18.785,90.706,-3.137573
1711.00,17.763,90.702,-3.137806
1712.00,16.741,90.698,-3.138040
1713.00,15.719,90.695,-3.138277
1714.00,14.697,90.691,-3.138516
1715.00,13.675,90.688,-3.138756
1716.00,12.653,90.685,-3.138998
1717.00,11.631,90.683,-3.139241
1718.00,10.609,90.680,-3.139485
1719.00,9.586,90.678,-3.139730
1720.00,8.564,90.676,-3.139976
1721.00,7.541,90.674,-3.140223
1722.00,6.519,90.673,-3.140223
