# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
1375.00, 36.00, 78.00, 0.000000
1376.00, 37.00, 78.00, 0.000000
1377.00, 38.00, 78.00, 0.000000
1378.00, 39.00, 78.00, 0.000000
1379.00, 40.00, 78.00, 0.000000
1380.00, 41.00, 78.00, 0.000000
1381.00, 42.00, 78.00, 0.000000
1382.00, 43.00, 78.00, 0.000000
1383.00, 44.00, 78.00, 0.000000
1384.00, 45.00, 78.00, 0.000000
1385.00, 46.00, 78.00, 0.000000
1386.00, 47.00, 78.00, 0.000000
1387.00, 48.00, 78.00, 0.000000
1388.00, 49.00, 78.00, 0.000000
1389.00, 50.00, 78.00, 0.000000
1390.00, 51.00, 78.00, 0.000000
1391.00, 52.00, 78.00, 0.000000
1392.00, 53.00, 78.00, 0.000000
1393.00, 54.00, 78.00, 0.000000
1394.00, 55.00, 78.00, 0.000000
1395.00, 56.00, 78.00, 0.000000
1396.00, 57.00, 78.00, 0.000000
1397.00, 58.00, 78.00, 0.000000
1398.00, 59.00, 78.00, 0.000000
1399.00, 60.00, 78.00, 0.000000
1400.00, 61.00, 78.00, 0.000000
1401.00, 62.00, 78.00, 0.000000
1402.00, 63.00, 78.00, 0.000000
1403.00, 64.00, 78.00, 0.000000
1404.00, 65.00, 78.00, 0.000000
1405.00, 66.00, 78.00, 0.000000
1406.00, 67.00, 78.00, 0.000000
1407.00, 68.00, 78.00, 0.000000
1408.00, 69.00, 78.00, 0.000000
1409.00, 70.00, 78.00, 0.000000
1410.00, 71.00, 78.00, 0.000000
1411.00, 72.00, 78.00, 0.000000
1412.00, 73.00, 78.00, 0.000000
1413.00, 74.00, 78.00, 0.000000
1414.00, 75.00, 78.00, 0.000000
1415.00, 76.00, 78.00, 0.000000
1416.00, 77.00, 78.00, 0.000000
1417.00, 78.00, 78.00, 0.000000
1418.00, 79.00, 78.00, 0.000000
1419.00, 80.00, 78.00, 0.000000
1420.00, 81.00, 78.00, 0.000000
1421.00, 82.00, 78.00, 0.000000
1422.00, 83.00, 78.00, 0.000000
1423.00, 84.00, 78.00, 0.000000
1424.00, 85.00, 78.00, 0.000000
1425.00, 86.00, 78.00, 0.000000
1426.00, 87.00, 78.00, 0.000000
1427.00, 88.00, 78.00, 0.000000
1428.00, 89.00, 78.00, 0.000000
1429.00, 90.00, 78.00, 0.000000
1430.00, 91.00, 78.00, 0.000000
1431.00, 92.00, 78.00, 0.000000
1432.00, 93.00, 78.00, 0.000000
1433.00, 94.00, 78.00, 0.000000
1434.00, 95.00, 78.00, 1.570796
1435.00, 95.00, 79.00, 1.570796
1436.00, 95.00, 80.00, 1.570796
1437.00, 95.00, 81.00, 1.570796
1438.00, 95.00, 82.00, 1.570796
1439.00, 95.00, 83.00, 1.570796
1440.00, 95.00, 83.00, 3.141593
1441.00, 94.00, 83.00, 3.141593
1442.00, 93.00, 83.00, 3.141593
1443.00, 92.00, 83.00, 3.141593
1444.00, 91.00, 83.00, 3.141593
1445.00, 90.00, 83.00, 3.141593
1446.00, 89.00, 83.00, 3.141593
1447.00, 88.00, 83.00, 3.141593
1448.00, 87.00, 83.00, 3.141593
1449.00, 86.00, 83.00, 3.141593
1450.00, 85.00, 83.00, 3.141593
1451.00, 84.00, 83.00, 3.141593
1452.00, 83.00, 83.00, 3.141593
1453.00, 82.00, 83.00, 3.141593
1454.00, 81.00, 83.00, 3.141593
1455.00, 80.00, 83.00, 3.141593
1456.00, 79.00, 83.00, 3.141593
1457.00, 78.00, 83.00, 3.141593
1458.00, 77.00, 83.00, 3.141593
1459.00, 76.00, 83.00, 3.141593
1460.00, 75.00, 83.00, 3.141593
1461.00, 74.00, 83.00, 3.141593
1462.00, 73.00, 83.00, 3.141593
1463.00, 72.00, 83.00, 3.141593
1464.00, 71.00, 83.00, 3.141593
1465.00, 70.00, 83.00, 3.141593
1466.00, 69.00, 83.00, 3.141593
1467.00, 68.00, 83.00, 3.141593
1468.00, 67.00, 83.00, 3.141593
1469.00, 66.00, 83.00, 3.141593
1470.00, 65.00, 83.00, 3.141593
1471.00, 64.00, 83.00, 3.141593
1472.00, 63.00, 83.00, 3.141593
1473.00, 62.00, 83.00, 3.141593
1474.00, 61.00, 83.00, 3.141593
1475.00, 60.00, 83.00, 3.141593
1476.00, 59.00, 83.00, 3.141593
1477.00, 58.00, 83.00, 3.141593
1478.00, 57.00, 83.00, 3.141593
1479.00, 56.00, 83.00, 3.141593
1480.00, 55.00, 83.00, 3.141593
1481.00, 54.00, 83.00, 3.141593
1482.00, 53.00, 83.00, 3.141593
1483.00, 52.00, 83.00, 3.141593
1484.00, 51.00, 83.00, 3.141593
1485.00, 50.00, 83.00, 3.141593
1486.00, 49.00, 83.00, 3.141593
1487.00, 48.00, 83.00, 3.141593
1488.00, 47.00, 83.00, 3.141593
1489.00, 46.00, 83.00, 3.141593
1490.00, 45.00, 83.00, 3.141593
1491.00, 44.00, 83.00, 3.141593
1492.00, 43.00, 83.00, 3.141593
1493.00, 42.00, 83.00, 3.141593
1494.00, 41.00, 83.00, 3.141593
1495.00, 40.00, 83.00, 3.141593
1496.00, 39.00, 83.00, 3.141593
1497.00, 38.00, 83.00, 3.141593
1498.00, 37.00, 83.00, 3.141593
1499.00, 36.00, 83.00, 3.141593
1500.00, 35.00, 83.00, 3.141593
1501.00, 34.00, 83.00, 3.141593
1502.00, 33.00, 83.00, 3.141593
1503.00, 32.00, 83.00, 3.141593
1504.00, 31.00, 83.00, 3.141593
1505.00, 30.00, 83.00, 3.141593
1506.00, 29.00, 83.00, 3.141593
1507.00, 28.00, 83.00, 3.141593
1508.00, 27.00, 83.00, 3.141593
1509.00, 26.00, 83.00, 3.141593
1510.00, 25.00, 83.00, 3.141593
1511.00, 24.00, 83.00, 3.141593
1512.00, 23.00, 83.00, 3.141593
1513.00, 22.00, 83.00, 3.141593
1514.00, 21.00, 83.00, 3.141593
1515.00, 20.00, 83.00, 3.141593
1516.00, 19.00, 83.00, 3.141593
1517.00, 18.00, 83.00, 3.141593
1518.00, 17.00, 83.00, 3.141593
1519.00, 16.00, 83.00, 3.141593
1520.00, 15.00, 83.00, 3.141593
1521.00, 14.00, 83.00, 3.141593
1522.00, 13.00, 83.00, 3.141593
1523.00, 12.00, 83.00, 3.141593
1524.00, 11.00, 83.00, 3.141593
1525.00, 10.00, 83.00, 3.141593
1526.00, 9.00, 83.00, 3.141593
1527.00, 8.00, 83.00, 3.141593
1528.00, 7.00, 83.00, 3.141593
1529.00, 6.00, 83.00, 3.141593
1530.00, 5.00, 83.00, 1.570796
1531.00, 5.00, 84.00, 1.570796
1532.00, 5.00, 85.00, 1.570796
1533.00, 5.00, 86.00, 1.570796
1534.00, 5.00, 87.00, 1.570796
1535.00, 5.00, 88.00, 1.570796
1536.00, 5.00, 88.00, 0.000000
1537.00, 6.00, 88.00, 0.000000
1538.00, 7.00, 88.00, 0.000000
1539.00, 8.00, 88.00, 0.000000
1540.00, 9.00, 88.00, 0.000000
1541.00, 10.00, 88.00, 0.000000
1542.00, 11.00, 88.00, 0.000000
1543.00, 12.00, 88.00, 0.000000
1544.00, 13.00, 88.00, 0.000000
1545.00, 14.00, 88.00, 0.000000
1546.00, 15.00, 88.00, 0.000000
1547.00, 16.00, 88.00, 0.000000
1548.00, 17.00, 88.00, 0.000000
1549.00, 18.00, 88.00, 0.000000
1550.00, 19.00, 88.00, 0.000000
1551.00, 20.00, 88.00, 0.000000
1552.00, 21.00, 88.00, 0.000000
1553.00, 22.00, 88.00, 0.000000
1554.00, 23.00, 88.00, 0.000000
1555.00, 24.00, 88.00, 0.000000
1556.00, 25.00, 88.00, 0.000000
1557.00, 26.00, 88.00, 0.000000
1558.00, 27.00, 88.00, 0.000000
1559.00, 28.00, 88.00, 0.000000
1560.00, 29.00, 88.00, 0.000000
1561.00, 30.00, 88.00, 0.000000
1562.00, 31.00, 88.00, 0.000000
1563.00, 32.00, 88.00, 0.000000
1564.00, 33.00, 88.00, 0.000000
1565.00, 34.00, 88.00, 0.000000
1566.00, 35.00, 88.00, 0.000000
1567.00, 36.00, 88.00, 0.000000
1568.00, 37.00, 88.00, 0.000000
1569.00, 38.00, 88.00, 0.000000
1570.00, 39.00, 88.00, 0.000000
1571.00, 40.00, 88.00, 0.000000
1572.00, 41.00, 88.00, 0.000000
1573.00, 42.00, 88.00, 0.000000
1574.00, 43.00, 88.00, 0.000000
1575.00, 44.00, 88.00, 0.000000
1576.00, 45.00, 88.00, 0.000000
1577.00, 46.00, 88.00, 0.000000
1578.00, 47.00, 88.00, 0.000000
1579.00, 48.00, 88.00, 0.000000
1580.00, 49.00, 88.00, 0.000000
1581.00, 50.00, 88.00, 0.000000
1582.00, 51.00, 88.00, 0.000000
1583.00, 52.00, 88.00, 0.000000
1584.00, 53.00, 88.00, 0.000000
1585.00, 54.00, 88.00, 0.000000
1586.00, 55.00, 88.00, 0.000000
1587.00, 56.00, 88.00, 0.000000
1588.00, 57.00, 88.00, 0.000000
1589.00, 58.00, 88.00, 0.000000
1590.00, 59.00, 88.00, 0.000000
1591.00, 60.00, 88.00, 0.000000
1592.00, 61.00, 88.00, 0.000000
1593.00, 62.00, 88.00, 0.000000
1594.00, 63.00, 88.00, 0.000000
1595.00, 64.00, 88.00, 0.000000
1596.00, 65.00, 88.00, 0.000000
1597.00, 66.00, 88.00, 0.000000
1598.00, 67.00, 88.00, 0.000000
1599.00, 68.00, 88.00, 0.000000
1600.00, 69.00, 88.00, 0.000000
1601.00, 70.00, 88.00, 0.000000
1602.00, 71.00, 88.00, 0.000000
1603.00, 72.00, 88.00, 0.000000
1604.00, 73.00, 88.00, 0.000000
1605.00, 74.00, 88.00, 0.000000
1606.00, 75.00, 88.00, 0.000000
1607.00, 76.00, 88.00, 0.000000
1608.00, 77.00, 88.00, 0.000000
1609.00, 78.00, 88.00, 0.000000
1610.00, 79.00, 88.00, 0.000000
1611.00, 80.00, 88.00, 0.000000
1612.00, 81.00, 88.00, 0.000000
1613.00, 82.00, 88.00, 0.000000
1614.00, 83.00, 88.00, 0.000000
1615.00, 84.00, 88.00, 0.000000
1616.00, 85.00, 88.00, 0.000000
1617.00, 86.00, 88.00, 0.000000
1618.00, 87.00, 88.00, 0.000000
1619.00, 88.00, 88.00, 0.000000
1620.00, 89.00, 88.00, 0.000000
1621.00, 90.00, 88.00, 0.000000
1622.00, 91.00, 88.00, 0.000000
1623.00, 92.00, 88.00, 0.000000
1624.00, 93.00, 88.00, 0.000000
1625.00, 94.00, 88.00, 0.000000
1626.00, 95.00, 88.00, 1.570796
1627.00, 95.00, 89.00, 1.570796
1628.00, 95.00, 90.00, 1.570796
1629.00, 95.00, 91.00, 1.570796
1630.00, 95.00, 92.00, 1.570796
1631.00, 95.00, 93.00, 1.570796
1632.00, 95.00, 93.00, 3.141593
1633.00, 94.00, 93.00, 3.141593
1634.00, 93.00, 93.00, 3.141593
1635.00, 92.00, 93.00, 3.141593
1636.00, 91.00, 93.00, 3.141593
1637.00, 90.00, 93.00, 3.141593
1638.00, 89.00, 93.00, 3.141593
1639.00, 88.00, 93.00, 3.141593
1640.00, 87.00, 93.00, 3.141593
1641.00, 86.00, 93.00, 3.141593
1642.00, 85.00, 93.00, 3.141593
1643.00, 84.00, 93.00, 3.141593
1644.00, 83.00, 93.00, 3.141593
1645.00, 82.00, 93.00, 3.141593
1646.00, 81.00, 93.00, 3.141593
1647.00, 80.00, 93.00, 3.141593
1648.00, 79.00, 93.00, 3.141593
1649.00, 78.00, 93.00, 3.141593
1650.00, 77.00, 93.00, 3.141593
1651.00, 76.00, 93.00, 3.141593
1652.00, 75.00, 93.00, 3.141593
1653.00, 74.00, 93.00, 3.141593
1654.00, 73.00, 93.00, 3.141593
1655.00, 72.00, 93.00, 3.141593
1656.00, 71.00, 93.00, 3.141593
1657.00, 70.00, 93.00, 3.141593
1658.00, 69.00, 93.00, 3.141593
1659.00, 68.00, 93.00, 3.141593
1660.00, 67.00, 93.00, 3.141593
1661.00, 66.00, 93.00, 3.141593
1662.00, 65.00, 93.00, 3.141593
1663.00, 64.00, 93.00, 3.141593
1664.00, 63.00, 93.00, 3.141593
1665.00, 62.00, 93.00, 3.141593
1666.00, 61.00, 93.00, 3.141593
1667.00, 60.00, 93.00, 3.141593
1668.00, 59.00, 93.00, 3.141593
1669.00, 58.00, 93.00, 3.141593
1670.00, 57.00, 93.00, 3.141593
1671.00, 56.00, 93.00, 3.141593
1672.00, 55.00, 93.00, 3.141593
1673.00, 54.00, 93.00, 3.141593
1674.00, 53.00, 93.00, 3.141593
1675.00, 52.00, 93.00, 3.141593
1676.00, 51.00, 93.00, 3.141593
1677.00, 50.00, 93.00, 3.141593
1678.00, 49.00, 93.00, 3.141593
1679.00, 48.00, 93.00, 3.141593
1680.00, 47.00, 93.00, 3.141593
1681.00, 46.00, 93.00, 3.141593
1682.00, 45.00, 93.00, 3.141593
1683.00, 44.00, 93.00, 3.141593
1684.00, 43.00, 93.00, 3.141593
1685.00, 42.00, 93.00, 3.141593
1686.00, 41.00, 93.00, 3.141593
1687.00, 40.00, 93.00, 3.141593
1688.00, 39.00, 93.00, 3.141593
1689.00, 38.00, 93.00, 3.141593
1690.00, 37.00, 93.00, 3.141593
1691.00, 36.00, 93.00, 3.141593
1692.00, 35.00, 93.00, 3.141593
1693.00, 34.00, 93.00, 3.141593
1694.00, 33.00, 93.00, 3.141593
1695.00, 32.00, 93.00, 3.141593
1696.00, 31.00, 93.00, 3.141593
1697.00, 30.00, 93.00, 3.141593
1698.00, 29.00, 93.00, 3.141593
1699.00, 28.00, 93.00, 3.141593
1700.00, 27.00, 93.00, 3.141593
1701.00, 26.00, 93.00, 3.141593
1702.00, 25.00, 93.00, 3.141593
1703.00, 24.00, 93.00, 3.141593
1704.00, 23.00, 93.00, 3.141593
1705.00, 22.00, 93.00, 3.141593
1706.00, 21.00, 93.00, 3.141593
1707.00, 20.00, 93.00, 3.141593
1708.00, 19.00, 93.00, 3.141593
1709.00, 18.00, 93.00, 3.141593
1710.00, 17.00, 93.00, 3.141593
1711.00, 16.00, 93.00, 3.141593
1712.00, 15.00, 93.00, 3.141593
1713.00, 14.00, 93.00, 3.141593
1714.00, 13.00, 93.00, 3.141593
1715.00, 12.00, 93.00, 3.141593
1716.00, 11.00, 93.00, 3.141593
1717.00, 10.00, 93.00, 3.141593
1718.00, 9.00, 93.00, 3.141593
1719.00, 8.00, 93.00, 3.141593
1720.00, 7.00, 93.00, 3.141593
1721.00, 6.00, 93.00, 3.141593
1722.00, 5.00, 93.00, 3.141593
