# Tiempo(s), X(m), Y(m), Z(m)
1446.0, 89.0, 83.0, 0.25
1447.0, 88.0, 83.0, 0.25
1448.0, 87.0, 83.0, 0.25
1449.0, 86.0, 83.0, 0.25
1450.0, 85.0, 83.0, 0.25
1451.0, 84.0, 83.0, 0.25
1452.0, 83.0, 83.0, 0.25
1453.0, 82.0, 83.0, 0.25
1454.0, 81.0, 83.0, 0.25
1455.0, 80.0, 83.0, 0.25
1456.0, 79.0, 83.0, 0.25
1457.0, 78.0, 83.0, 0.25
1458.0, 77.0, 83.0, 0.25
1459.0, 76.0, 83.0, 0.25
1460.0, 75.0, 83.0, 0.25
1461.0, 74.0, 83.0, 0.25
1462.0, 73.0, 83.0, 0.25
1463.0, 72.0, 83.0, 0.25
1464.0, 71.0, 83.0, 0.25
1465.0, 70.0, 83.0, 0.25
1466.0, 69.0, 83.0, 0.25
1467.0, 68.0, 83.0, 0.25
1468.0, 67.0, 83.0, 0.25
1469.0, 66.0, 83.0, 0.25
1470.0, 65.0, 83.0, 0.25
1471.0, 64.0, 83.0, 0.25
1472.0, 63.0, 83.0, 0.25
1473.0, 62.0, 83.0, 0.25
1474.0, 61.0, 83.0, 0.25
1475.0, 60.0, 83.0, 0.25
1476.0, 59.0, 83.0, 0.25
1477.0, 58.0, 83.0, 0.25
1478.0, 57.0, 83.0, 0.25
1479.0, 56.0, 83.0, 0.25
1480.0, 55.0, 83.0, 0.25
1481.0, 54.0, 83.0, 0.25
1482.0, 53.0, 83.0, 0.25
1483.0, 52.0, 83.0, 0.25
1484.0, 51.0, 83.0, 0.25
1485.0, 50.0, 83.0, 0.25
1486.0, 49.0, 83.0, 0.25
1487.0, 48.0, 83.0, 0.25
1488.0, 47.0, 83.0, 0.25
1489.0, 46.0, 83.0, 0.25
1490.0, 45.0, 83.0, 0.25
1491.0, 44.0, 83.0, 0.25
1492.0, 43.0, 83.0, 0.25
1493.0, 42.0, 83.0, 0.25
1494.0, 41.0, 83.0, 0.25
1495.0, 40.0, 83.0, 0.25
1496.0, 39.0, 83.0, 0.25
1497.0, 38.0, 83.0, 0.25
1498.0, 37.0, 83.0, 0.25
1499.0, 36.0, 83.0, 0.25
1500.0, 35.0, 83.0, 0.25
1501.0, 34.0, 83.0, 0.25
1502.0, 33.0, 83.0, 0.25
1503.0, 32.0, 83.0, 0.25
1504.0, 31.0, 83.0, 0.25
1505.0, 30.0, 83.0, 0.25
1506.0, 29.0, 83.0, 0.25
1507.0, 28.0, 83.0, 0.25
1508.0, 27.0, 83.0, 0.25
1509.0, 26.0, 83.0, 0.25
1510.0, 25.0, 83.0, 0.25
1511.0, 24.0, 83.0, 0.25
1512.0, 23.0, 83.0, 0.25
1513.0, 22.0, 83.0, 0.25
1514.0, 21.0, 83.0, 0.25
1515.0, 20.0, 83.0, 0.25
1516.0, 19.0, 83.0, 0.25
1517.0, 18.0, 83.0, 0.25
1518.0, 17.0, 83.0, 0.25
1519.0, 16.0, 83.0, 0.25
1520.0, 15.0, 83.0, 0.25
1521.0, 14.0, 83.0, 0.25
1522.0, 13.0, 83.0, 0.25
1523.0, 12.0, 83.0, 0.25
1524.0, 11.0, 83.0, 0.25
1525.0, 10.0, 83.0, 0.25
1526.0, 9.0, 83.0, 0.25
1527.0, 8.0, 83.0, 0.25
1528.0, 7.0, 83.0, 0.25
1529.0, 6.0, 83.0, 0.25
1530.0, 5.0, 83.0, 0.25
1531.0, 5.0, 84.0, 0.25
1532.0, 5.0, 85.0, 0.25
1533.0, 5.0, 86.0, 0.25
1534.0, 5.0, 87.0, 0.25
1535.0, 5.0, 88.0, 0.25
1536.0, 5.0, 88.0, 0.25
1537.0, 6.0, 88.0, 0.25
1538.0, 7.0, 88.0, 0.25
1539.0, 8.0, 88.0, 0.25
1540.0, 9.0, 88.0, 0.25
1541.0, 10.0, 88.0, 0.25
1542.0, 11.0, 88.0, 0.25
1543.0, 12.0, 88.0, 0.25
1544.0, 13.0, 88.0, 0.25
1545.0, 14.0, 88.0, 0.25
1546.0, 15.0, 88.0, 0.25
1547.0, 16.0, 88.0, 0.25
1548.0, 17.0, 88.0, 0.25
1549.0, 18.0, 88.0, 0.25
1550.0, 19.0, 88.0, 0.25
1551.0, 20.0, 88.0, 0.25
1552.0, 21.0, 88.0, 0.25
1553.0, 22.0, 88.0, 0.25
1554.0, 23.0, 88.0, 0.25
1555.0, 24.0, 88.0, 0.25
1556.0, 25.0, 88.0, 0.25
1557.0, 26.0, 88.0, 0.25
1558.0, 27.0, 88.0, 0.25
1559.0, 28.0, 88.0, 0.25
1560.0, 29.0, 88.0, 0.25
1561.0, 30.0, 88.0, 0.25
1562.0, 31.0, 88.0, 0.25
1563.0, 32.0, 88.0, 0.25
1564.0, 33.0, 88.0, 0.25
1565.0, 34.0, 88.0, 0.25
1566.0, 35.0, 88.0, 0.25
1567.0, 36.0, 88.0, 0.25
1568.0, 37.0, 88.0, 0.25
1569.0, 38.0, 88.0, 0.25
1570.0, 39.0, 88.0, 0.25
1571.0, 40.0, 88.0, 0.25
1572.0, 41.0, 88.0, 0.25
1573.0, 42.0, 88.0, 0.25
1574.0, 43.0, 88.0, 0.25
1575.0, 44.0, 88.0, 0.25
1576.0, 45.0, 88.0, 0.25
1577.0, 46.0, 88.0, 0.25
1578.0, 47.0, 88.0, 0.25
1579.0, 48.0, 88.0, 0.25
1580.0, 49.0, 88.0, 0.25
1581.0, 50.0, 88.0, 0.25
1582.0, 51.0, 88.0, 0.25
1583.0, 52.0, 88.0, 0.25
1584.0, 53.0, 88.0, 0.25
1585.0, 54.0, 88.0, 0.25
1586.0, 55.0, 88.0, 0.25
1587.0, 56.0, 88.0, 0.25
1588.0, 57.0, 88.0, 0.25
1589.0, 58.0, 88.0, 0.25
1590.0, 59.0, 88.0, 0.25
1591.0, 60.0, 88.0, 0.25
1592.0, 61.0, 88.0, 0.25
1593.0, 62.0, 88.0, 0.25
1594.0, 63.0, 88.0, 0.25
1595.0, 64.0, 88.0, 0.25
1596.0, 65.0, 88.0, 0.25
1597.0, 66.0, 88.0, 0.25
1598.0, 67.0, 88.0, 0.25
1599.0, 68.0, 88.0, 0.25
1600.0, 69.0, 88.0, 0.25
1601.0, 70.0, 88.0, 0.25
1602.0, 71.0, 88.0, 0.25
1603.0, 72.0, 88.0, 0.25
1604.0, 73.0, 88.0, 0.25
1605.0, 74.0, 88.0, 0.25
1606.0, 75.0, 88.0, 0.25
1607.0, 76.0, 88.0, 0.25
1608.0, 77.0, 88.0, 0.25
1609.0, 78.0, 88.0, 0.25
1610.0, 79.0, 88.0, 0.25
1611.0, 80.0, 88.0, 0.25
1612.0, 81.0, 88.0, 0.25
1613.0, 82.0, 88.0, 0.25
1614.0, 83.0, 88.0, 0.25
1615.0, 84.0, 88.0, 0.25
1616.0, 85.0, 88.0, 0.25
1617.0, 86.0, 88.0, 0.25
1618.0, 87.0, 88.0, 0.25
1619.0, 88.0, 88.0, 0.25
1620.0, 89.0, 88.0, 0.25
1621.0, 90.0, 88.0, 0.25
1622.0, 91.0, 88.0, 0.25
1623.0, 92.0, 88.0, 0.25
1624.0, 93.0, 88.0, 0.25
1625.0, 94.0, 88.0, 0.25
1626.0, 95.0, 88.0, 0.25
1627.0, 95.0, 89.0, 0.25
1628.0, 95.0, 90.0, 0.25
1629.0, 95.0, 91.0, 0.25
1630.0, 95.0, 92.0, 0.25
1631.0, 95.0, 93.0, 0.25
1632.0, 95.0, 93.0, 0.25
1633.0, 94.0, 93.0, 0.25
1634.0, 93.0, 93.0, 0.25
1635.0, 92.0, 93.0, 0.25
1636.0, 91.0, 93.0, 0.25
1637.0, 90.0, 93.0, 0.25
1638.0, 89.0, 93.0, 0.25
1639.0, 88.0, 93.0, 0.25
1640.0, 87.0, 93.0, 0.25
1641.0, 86.0, 93.0, 0.25
1642.0, 85.0, 93.0, 0.25
1643.0, 84.0, 93.0, 0.25
1644.0, 83.0, 93.0, 0.25
1645.0, 82.0, 93.0, 0.25
1646.0, 81.0, 93.0, 0.25
1647.0, 80.0, 93.0, 0.25
1648.0, 79.0, 93.0, 0.25
1649.0, 78.0, 93.0, 0.25
1650.0, 77.0, 93.0, 0.25
1651.0, 76.0, 93.0, 0.25
1652.0, 75.0, 93.0, 0.25
1653.0, 74.0, 93.0, 0.25
1654.0, 73.0, 93.0, 0.25
1655.0, 72.0, 93.0, 0.25
1656.0, 71.0, 93.0, 0.25
1657.0, 70.0, 93.0, 0.25
1658.0, 69.0, 93.0, 0.25
1659.0, 68.0, 93.0, 0.25
1660.0, 67.0, 93.0, 0.25
1661.0, 66.0, 93.0, 0.25
1662.0, 65.0, 93.0, 0.25
1663.0, 64.0, 93.0, 0.25
1664.0, 63.0, 93.0, 0.25
1665.0, 62.0, 93.0, 0.25
1666.0, 61.0, 93.0, 0.25
1667.0, 60.0, 93.0, 0.25
1668.0, 59.0, 93.0, 0.25
1669.0, 58.0, 93.0, 0.25
1670.0, 57.0, 93.0, 0.25
1671.0, 56.0, 93.0, 0.25
1672.0, 55.0, 93.0, 0.25
1673.0, 54.0, 93.0, 0.25
1674.0, 53.0, 93.0, 0.25
1675.0, 52.0, 93.0, 0.25
1676.0, 51.0, 93.0, 0.25
1677.0, 50.0, 93.0, 0.25
1678.0, 49.0, 93.0, 0.25
1679.0, 48.0, 93.0, 0.25
1680.0, 47.0, 93.0, 0.25
1681.0, 46.0, 93.0, 0.25
1682.0, 45.0, 93.0, 0.25
1683.0, 44.0, 93.0, 0.25
1684.0, 43.0, 93.0, 0.25
1685.0, 42.0, 93.0, 0.25
1686.0, 41.0, 93.0, 0.25
1687.0, 40.0, 93.0, 0.25
1688.0, 39.0, 93.0, 0.25
1689.0, 38.0, 93.0, 0.25
1690.0, 37.0, 93.0, 0.25
1691.0, 36.0, 93.0, 0.25
1692.0, 35.0, 93.0, 0.25
1693.0, 34.0, 93.0, 0.25
1694.0, 33.0, 93.0, 0.25
1695.0, 32.0, 93.0, 0.25
1696.0, 31.0, 93.0, 0.25
1697.0, 30.0, 93.0, 0.25
1698.0, 29.0, 93.0, 0.25
1699.0, 28.0, 93.0, 0.25
1700.0, 27.0, 93.0, 0.25
1701.0, 26.0, 93.0, 0.25
1702.0, 25.0, 93.0, 0.25
1703.0, 24.0, 93.0, 0.25
1704.0, 23.0, 93.0, 0.25
1705.0, 22.0, 93.0, 0.25
1706.0, 21.0, 93.0, 0.25
1707.0, 20.0, 93.0, 0.25
1708.0, 19.0, 93.0, 0.25
1709.0, 18.0, 93.0, 0.25
1710.0, 17.0, 93.0, 0.25
1711.0, 16.0, 93.0, 0.25
1712.0, 15.0, 93.0, 0.25
1713.0, 14.0, 93.0, 0.25
1714.0, 13.0, 93.0, 0.25
1715.0, 12.0, 93.0, 0.25
1716.0, 11.0, 93.0, 0.25
1717.0, 10.0, 93.0, 0.25
1718.0, 9.0, 93.0, 0.25
1719.0, 8.0, 93.0, 0.25
1720.0, 7.0, 93.0, 0.25
1721.0, 6.0, 93.0, 0.25
1722.0, 5.0, 93.0, 0.25
